# DEGORA gene-symbol retirement table
# source	https://storage.googleapis.com/public-download-files/hgnc/tsv/tsv/hgnc_complete_set.txt
# snapshot_date	2026-09-02
# source_sha256	854162118530e929f06249f3349465dd5fe0515fcccf0347f463e833609c1270
# rule	unambiguous HGNC prev_symbol -> approved symbol; a previous symbol that is itself an approved symbol, names more than one approved symbol, is accession- or number-shaped, belongs to an Excel date-damage family, or is a token whose non-gene meaning dominates in a spreadsheet is not listed
# counts	approved_records=45045; previous_symbols_seen=15746; dropped_symbol_reused_as_current=230; dropped_ambiguous_target=84; dropped_not_a_symbol_token=2; dropped_excel_date_family=29; dropped_non_gene_token=3; kept=15398
previous_symbol	current_symbol
C10ORF114	MIR1915HG
C10ORF115	C10ORF67
C10ORF116	ADIRF
C10ORF117	NOC3L
C10ORF118	CCDC186
C10ORF119	MCMBP
C10ORF12	LCOR
C10ORF121	NKX1-2
C10ORF122	TEX36
C10ORF123	CFAP46
C10ORF124	CFAP46
C10ORF125	FUOM
C10ORF127	TMEM72
C10ORF128	TMEM273
C10ORF129	ACSM6
C10ORF13	FGFBP3
C10ORF130	CC2D2B
C10ORF131	CC2D2B
C10ORF132	GOLGA7B
C10ORF133	GOLGA7B
C10ORF134	ENO4
C10ORF135	TRIAP1P1
C10ORF136	LINC00619
C10ORF137	EDRF1
C10ORF138	EEF1AKMT2
C10ORF139	LINC00200
C10ORF14	JAKMIP3
C10ORF140	SKIDA1
C10ORF141	INSYN2A
C10ORF142	LINC02881
C10ORF18	TASOR2
C10ORF2	TWNK
C10ORF21	CCNYL2
C10ORF22	ADO
C10ORF23	KNDC1
C10ORF24	STOX1
C10ORF25	ZNF22-AS1
C10ORF26	WBP1L
C10ORF27	TBATA
C10ORF28	R3HCC1L
C10ORF29	USP54
C10ORF3	CEP55
C10ORF30	BEND7
C10ORF31	CELF2-AS1
C10ORF32	BORCS7
C10ORF32-ASMT	BORCS7-ASMT
C10ORF33	PYROXD2
C10ORF34	CHCHD1
C10ORF35	FAM241B
C10ORF36	SLC16A9
C10ORF37	CEP57L1P1
C10ORF38	FAM171A1
C10ORF39	JAKMIP3
C10ORF4	FRA10AC1
C10ORF40	LINC01553
C10ORF41	ZNF503-AS2
C10ORF42	MCU
C10ORF44	ZNF32-AS2
C10ORF45	FAM107B
C10ORF46	CACUL1
C10ORF47	PROSER2
C10ORF48	MKX
C10ORF49	UCMA
C10ORF5	CASC2
C10ORF50	FAM238A
C10ORF51	FAM238C
C10ORF54	VSIR
C10ORF56	ZCCHC24
C10ORF57	TMEM254
C10ORF58	PRXL2A
C10ORF59	RNLS
C10ORF6	SLF2
C10ORF61	TCTN3
C10ORF63	ENKUR
C10ORF64	WDFY4
C10ORF65	HOGA1
C10ORF66	CUEDC2
C10ORF68	CCDC7
C10ORF69	ERLIN1
C10ORF7	CDC123
C10ORF70	CISD1
C10ORF72	VSTM4
C10ORF73	FAM170B
C10ORF74	REEP3
C10ORF75	OLMALINC
C10ORF76	ARMH3
C10ORF77	SLC68A1
C10ORF78	SFR1
C10ORF79	CFAP43
C10ORF8	COMMD3
C10ORF80	CFAP58
C10ORF81	PLEKHS1
C10ORF82	SPMIP5
C10ORF83	MORN4
C10ORF84	FAM204A
C10ORF85	LINC01561
C10ORF86	NSMCE4A
C10ORF87	BTBD16
C10ORF89	PSTK
C10ORF9	CCNY
C10ORF91	LINC02870
C10ORF92	CFAP46
C10ORF93	CFAP46
C10ORF94	SYCE1
C10ORF96	CCDC172
C10ORF97	MINDY3
C10ORF98	NUDT9P1
C10ORF99	GPR15LG
C11ORF1	CFAP68
C11ORF10	TMEM258
C11ORF11	DAGLA
C11ORF13	RASSF7
C11ORF14	NRIP3
C11ORF15	TMEM9B
C11ORF17	AKIP1
C11ORF18	TMEM9B-AS1
C11ORF19	ELP4
C11ORF2	VPS51
C11ORF20	CATSPERZ
C11ORF23	PPP6R3
C11ORF25	ANO3
C11ORF27	UBTFL1
C11ORF28	TRIM64
C11ORF29	TRIM66
C11ORF3	VPS51
C11ORF30	EMSY
C11ORF31	SELENOH
C11ORF32	SORL1
C11ORF33	NXPE4
C11ORF34	PLET1
C11ORF35	LMNTD2
C11ORF36	MRGPRG-AS1
C11ORF37	PRDM10-DT
C11ORF38	PATE2
C11ORF39	NTM-AS1
C11ORF4	MRPL49
C11ORF41	KIAA1549L
C11ORF43	IGF2
C11ORF44	LINC02873
C11ORF45	KCNJ5-AS1
C11ORF46	ARL14EP
C11ORF47	DNHD1
C11ORF49	CSTPP1
C11ORF5	ZNHIT2
C11ORF51	ANAPC15
C11ORF53	POU2AF2
C11ORF54	BKGD
C11ORF56	FHIP1B
C11ORF57	NKAPD1
C11ORF59	LAMTOR1
C11ORF60	IFT46
C11ORF61	MSANTD2
C11ORF63	JHY
C11ORF64	LINC00301
C11ORF66	SAXO4
C11ORF67	AAMDC
C11ORF69	KIAA1549L
C11ORF7	BRSK2
C11ORF70	CFAP300
C11ORF72	NDUFV1-DT
C11ORF73	HIKESHI
C11ORF74	IFTAP
C11ORF75	SMCO4
C11ORF76	SHANK2-AS3
C11ORF77	HARBI1
C11ORF78	LINC02584
C11ORF79	SDHAF2
C11ORF8	MPPED2
C11ORF80	TOP6BL
C11ORF81	DUSP8
C11ORF82	DDIAS
C11ORF83	UQCC3
C11ORF84	SPINDOC
C11ORF85	MAJIN
C11ORF88	HOATZ
C11ORF89	PRR33
C11ORF9	MYRF
C11ORF90	VSTM5
C11ORF92	COLCA1
C11ORF93	POU2AF3
C11ORF94	FREY1
C11ORF95	ZFTA
C12ORF1	METTL1
C12ORF10	MYG1
C12ORF10P1	MYG1P1
C12ORF11	INTS13
C12ORF12	CCER1
C12ORF14	SINHCAF
C12ORF15	MYRFL
C12ORF2	RASSF8
C12ORF22	CSRNP2
C12ORF23	TMEM263
C12ORF24	FAM216A
C12ORF25	FAM186B
C12ORF26	METTL25
C12ORF27	HNF1A-AS1
C12ORF28	MYRFL
C12ORF29	RLIG1
C12ORF29P1	RLIG1P1
C12ORF29P2	RLIG1P2
C12ORF29P3	RLIG1P3
C12ORF3	ANO2
C12ORF30	NAA25
C12ORF31	LLPH
C12ORF32	RHNO1
C12ORF33	LINC00612
C12ORF34	FAM222A
C12ORF35	RESF1
C12ORF36	LINC01559
C12ORF37	LINC00615
C12ORF38	TCTN2
C12ORF39	SPX
C12ORF4	FERRY3
C12ORF40	REDIC1
C12ORF41	KANSL2
C12ORF44	ATG101
C12ORF45	NOPCHAP1
C12ORF46	ERP27
C12ORF47	MAPKAPK5-AS1
C12ORF48	PARPBP
C12ORF49	SPRING1
C12ORF5	TIGAR
C12ORF50	ZC3H11D
C12ORF51	HECTD4
C12ORF52	RITA1
C12ORF53	PIANP
C12ORF55	CFAP54
C12ORF58	BBS10
C12ORF59	TMEM52B
C12ORF6	PARP11
C12ORF61	LINC01465
C12ORF62	COX14
C12ORF63	CFAP54
C12ORF64	OTOGL
C12ORF65	MTRFR
C12ORF66	KICS2
C12ORF67	LINC00477
C12ORF68	CCDC184
C12ORF69	SMCO3
C12ORF7	ANKRD33
C12ORF70	SMCO2
C12ORF72	ETFBKMT
C12ORF73	UQCC6
C12ORF74	PLEKHG7
C12ORF77	LINC02909
C12ORF79	LINC01619
C12ORF8	ERP29
C12ORF80	LINC02874
C12ORF81	TMDD1
C13ORF1	SPRYD7
C13ORF10	RBM26
C13ORF11	SLC9D1
C13ORF12	POMP
C13ORF13	SHISA2
C13ORF14	FRY
C13ORF15	RGCC
C13ORF16	TEX29
C13ORF17	DCUN1D2
C13ORF18	RUBCNL
C13ORF19	SUPT20H
C13ORF2	KCTD12
C13ORF20	UFM1
C13ORF21	SERP2
C13ORF22	USPL1
C13ORF23	PROSER1
C13ORF24	PIBF1
C13ORF25	MIR17HG
C13ORF26	TEX26
C13ORF27	TEX30
C13ORF28	SPACA7
C13ORF29	PRECSIT
C13ORF3	SKA3
C13ORF30	FAM216B
C13ORF31	LACC1
C13ORF32	SLAIN1
C13ORF33	MEDAG
C13ORF34	BORA
C13ORF35	ATP11AUN
C13ORF36	SERTM1
C13ORF37	MZT1
C13ORF38	CCDC169
C13ORF38-SOHLH2	CCDC169-SOHLH2
C13ORF39	METTL21C
C13ORF4	SETDB2
C13ORF40	LRTM3
C13ORF43	SPART-AS1
C13ORF44	SMIM2
C13ORF44-AS1	SMIM2-AS1
C13ORF44-IT1	SMIM2-IT1
C13ORF45	LMO7DN
C13ORF6	ABHD13
C13ORF7	OBI1
C13ORF8	CHAMP1
C13ORF9	VPS36
C14ORF1	ERG28
C14ORF10	PPP2R3C
C14ORF100	JKAMP
C14ORF101	TMEM260
C14ORF102	NRDE2
C14ORF103	ATG2B
C14ORF104	DNAAF2
C14ORF105	CCDC198
C14ORF106	MIS18BP1
C14ORF107	LINC00216
C14ORF108	AP5M1
C14ORF109	LYSET
C14ORF11	EAPP
C14ORF110	FAM30A
C14ORF111	FCF1
C14ORF112	COX16
C14ORF114	EXD2
C14ORF115	VRTN
C14ORF116	FOXN3
C14ORF117	MIDEAS
C14ORF118	GPATCH2L
C14ORF120	NGDN
C14ORF121	CARMIL3
C14ORF122	EMC9
C14ORF123	CHMP4A
C14ORF124	SDR39U1
C14ORF125	HEATR5A
C14ORF126	DTD2
C14ORF127	NUBPL
C14ORF128	ARHGAP5-AS1
C14ORF129	GSKIP
C14ORF130	UBR7
C14ORF131	ZNF839
C14ORF133	VIPAS39
C14ORF134	DIO3OS
C14ORF135	PCNX4
C14ORF137	OTUB2
C14ORF138	VCPKMT
C14ORF139	SYNE3
C14ORF140	ZC2HC1C
C14ORF141	LTBP2
C14ORF142	GON7
C14ORF143	EFCAB11
C14ORF144	LINC02691
C14ORF145	CEP128
C14ORF146	LRFN5
C14ORF147	SPTSSA
C14ORF148	NOXRED1
C14ORF149	L3HYPDH
C14ORF15	OR11H2
C14ORF150	WDR89
C14ORF151	INF2
C14ORF152	FAM181A
C14ORF153	COA8
C14ORF154	SETD3
C14ORF155	FSCB
C14ORF156	SLIRP
C14ORF159	DGLUCY
C14ORF160	L2HGDH
C14ORF161	CATSPERB
C14ORF162	CCDC177
C14ORF163	SCFD1
C14ORF164	RNF212B
C14ORF165	LINC00596
C14ORF166	RTRAF
C14ORF166B	LRRC74A
C14ORF167	DHRS4-AS1
C14ORF168	DNAL1
C14ORF169	RIOX1
C14ORF17	BMS1P18
C14ORF170	YLPM1
C14ORF171	TMEM63C
C14ORF172	TRMT61A
C14ORF173	INF2
C14ORF174	SAMD15
C14ORF175	PLD4
C14ORF176	TMEM253
C14ORF177	LINC02914
C14ORF178	SLIRP-OT1
C14ORF179	IFT43
C14ORF18	CCNB1IP1
C14ORF182	LINC01588
C14ORF183	LINC01599
C14ORF19	IGBP1P1
C14ORF2	ATP5MJ
C14ORF20	TSSK4
C14ORF21	NOP9
C14ORF22	NOVA1-DT
C14ORF23	LINC01551
C14ORF24	FAM177A1
C14ORF25	TTC6
C14ORF26	LINC00517
C14ORF27	CLEC14A
C14ORF28	DORIP1
C14ORF29	ABHD12B
C14ORF3	AHSA1
C14ORF30	LINC00519
C14ORF31	FRMD6
C14ORF32	MAPK1IP1L
C14ORF33	KTN1-AS1
C14ORF34	LINC00520
C14ORF35	NAA30
C14ORF36	SLC35F4
C14ORF37	ARMH4
C14ORF38	CCDC175
C14ORF4	IRF2BPL
C14ORF41	NUMB
C14ORF42	ACOT6
C14ORF43	MIDEAS
C14ORF44	FAM161B
C14ORF45	BBOF1
C14ORF46	LIN52
C14ORF47	TC2N
C14ORF48	CCDC197
C14ORF49	SYNE3
C14ORF50	PPP1R36
C14ORF51	ZBTB25
C14ORF52	CHURC1
C14ORF53	CCDC196
C14ORF54	GARIN2
C14ORF55	ADAM20P1
C14ORF58	FLVCR2
C14ORF59	ZDHHC22
C14ORF6	RNASE11
C14ORF60	NRXN3
C14ORF61	CEP128
C14ORF62	SNHG10
C14ORF63	LINC00618
C14ORF64	LINC01550
C14ORF66	DEGS2
C14ORF67	WDR25
C14ORF68	SLC25A47
C14ORF69	SLC25A29
C14ORF70	LINC00523
C14ORF71	LINC00524
C14ORF72	LINC00239
C14ORF73	EXOC3L4
C14ORF74	LINC00677
C14ORF75	TDRD9
C14ORF76	ASPG
C14ORF77	C14ORF180
C14ORF78	AHNAK2
C14ORF79	CLBA1
C14ORF8	TPPP2
C14ORF80	TEDC1
C14ORF82	FRMD6-AS1
C14ORF83	TMEM229B
C14ORF84	ACTN1-DT
C14ORF85	ITPK1-AS1
C14ORF86	FAM181A-AS1
C14ORF87	GLRX5
C14ORF88	C14ORF132
C14ORF89	MIR381HG
C14ORF9	PIP4P1
C14ORF90	TMEM179
C14ORF92	TOX4
C14ORF94	HAUS4
C14ORF95	TMEM253
C14ORF96	ADAM6
C14ORF97	LINC00226
C14ORF98	LINC00221
C15ORF1	ANP32A
C15ORF12	IMP3
C15ORF13	TPM1
C15ORF15	RSL24D1
C15ORF16	OTUD7A
C15ORF17	FAM219B
C15ORF19	RPUSD2
C15ORF2	NPAP1
C15ORF20	PIF1
C15ORF21	HMGN2P46
C15ORF22	TMED3
C15ORF23	KNSTRN
C15ORF24	EMC7
C15ORF25	HAUS2
C15ORF26	CFAP161
C15ORF27	TMEM266
C15ORF28	ANP32A-IT1
C15ORF29	KATNBL1
C15ORF3	EID1
C15ORF30	PARP16
C15ORF33	FAM227B
C15ORF34	HEXA-AS1
C15ORF36	DISP2
C15ORF37	ST20-AS1
C15ORF38	ARPIN
C15ORF38-AP3S2	ARPIN-AP3S2
C15ORF39	PRMT2IP
C15ORF4	MRPL46
C15ORF41	CDIN1
C15ORF42	TICRR
C15ORF43	TERB2
C15ORF44	INTS14
C15ORF48	COXFA4L3
C15ORF5	LINC00597
C15ORF50	LINC00593
C15ORF51	DNM1P46
C15ORF52	CCDC9B
C15ORF53	LINC02694
C15ORF54	LINC02915
C15ORF55	NUTM1
C15ORF56	PAK6-AS1
C15ORF57	CCDC32
C15ORF58	GDPGP1
C15ORF59	INSYN1
C15ORF59-AS1	INSYN1-AS1
C15ORF6	RHCG
C15ORF60	REC114
C15ORF63	HYPK
C15ORF65	PIERCE2
C16ORF1	ZDHHC1
C16ORF10	LINC00235
C16ORF11	PRR35
C16ORF12	WFIKKN1
C16ORF13	METTL26
C16ORF14	MCRIP2
C16ORF15	WDR90
C16ORF16	WDR90
C16ORF17	WDR90
C16ORF18	WDR90
C16ORF19	WDR90
C16ORF2	EMC8
C16ORF20	JMJD8
C16ORF21	WDR24
C16ORF22	FBXL16
C16ORF23	METRN
C16ORF24	ANTKMT
C16ORF25	CCDC78
C16ORF26	LMF1
C16ORF27	GNPTG
C16ORF28	UNKL
C16ORF29	CCDC154
C16ORF3	GAS8-AS1
C16ORF30	TMEM204
C16ORF31	SPSB3
C16ORF32	LINC00254
C16ORF33	SNRNP25
C16ORF34	JPT2
C16ORF35	NPRL3
C16ORF36	FAHD1
C16ORF37	MSLNL
C16ORF38	PTX4
C16ORF39	RHOT2
C16ORF4	EMC8
C16ORF40	RPUSD1
C16ORF41	CHTF18
C16ORF42	TSR3
C16ORF44	KLHL36
C16ORF45	BMERB1
C16ORF47	ZFHX3
C16ORF48	ENKD1
C16ORF49	COQ9
C16ORF5	CDIP1
C16ORF50	DRC7
C16ORF51	TMEM186
C16ORF52	MOSMO
C16ORF53	PAGR1
C16ORF55	SPATA33
C16ORF56	CENPT
C16ORF57	USB1
C16ORF58	RUSF1
C16ORF59	TEDC2
C16ORF6	PHAF1
C16ORF60	CENPN
C16ORF61	CMC2
C16ORF62	VPS35L
C16ORF63	CEP20
C16ORF65	PDZD9
C16ORF67	CLUHP3
C16ORF68	METTL22
C16ORF69	CNEP1R1
C16ORF7	VPS9D1
C16ORF70	PHAF1
C16ORF71	DNAAF8
C16ORF72	HAPSTR1
C16ORF73	MEIOB
C16ORF74	CLMB
C16ORF75	RMI2
C16ORF76	SPATA2L
C16ORF77	IL34
C16ORF79	BRICD5
C16ORF8	RHBDF1
C16ORF80	CFAP20
C16ORF81	LINC00304
C16ORF84	CTU2
C16ORF85	ZC3H18-DT
C16ORF87	HDIP1
C16ORF88	KNOP1
C16ORF9	FAM234A
C16ORF91	UQCC4
C16ORF92	FIMP1
C16ORF93	CFAP119
C16ORF94	PSME3IP1
C16ORF97	LINC02911
C16ORF98	PYCARD-AS1
C17ORF1	FBXW10
C17ORF101	OGFOD3
C17ORF102	TMEM132E-DT
C17ORF103	NATD1
C17ORF104	MEIOC
C17ORF105	CFAP97D1
C17ORF106	TEN1
C17ORF108	LYRM9
C17ORF109	SMIM5
C17ORF110	ERLN
C17ORF112	LINC02089
C17ORF1A	FBXW10
C17ORF1B	FMNL1
C17ORF23	MCUR1P1
C17ORF25	GLOD4
C17ORF26	SLC39A11
C17ORF27	RNF213
C17ORF28	HID1
C17ORF31	SMG6
C17ORF32	VMA12
C17ORF33	CSF3
C17ORF35	TMEM11
C17ORF36	KCTD11
C17ORF37	MIEN1
C17ORF38	PIK3R6
C17ORF39	GID4
C17ORF40	UTP6
C17ORF41	ATAD5
C17ORF42	TEFM
C17ORF44	LINC00324
C17ORF45	SNHG29
C17ORF46	SPATA32
C17ORF47	SEPTIN4
C17ORF48	ADPRM
C17ORF49	BACC1
C17ORF50	PGBDF
C17ORF51	LINC02693
C17ORF52	LINC00868
C17ORF53	HROB
C17ORF54	LINC00469
C17ORF55	LINC00482
C17ORF56	TEPSIN
C17ORF57	EFCAB13
C17ORF59	BORCS6
C17ORF6	SMG6-IT1
C17ORF60	MILR1
C17ORF61	TMEM256
C17ORF62	CYBC1
C17ORF63	FAM222B
C17ORF64	CHCT1
C17ORF65	ASB16-AS1
C17ORF66	HEATR9
C17ORF68	CTC1
C17ORF69	LINC02210
C17ORF70	FAAP100
C17ORF71	SMG8
C17ORF72	PRR29
C17ORF73	ANKRD40CL
C17ORF74	SPEM2
C17ORF76	LRRC75A
C17ORF76-AS1	SNHG29
C17ORF77	CD300LD-AS1
C17ORF79	COPRS
C17ORF80	MTNAP1
C17ORF81	ELP5
C17ORF82	LINC02875
C17ORF83	SPEM1
C17ORF85	NCBP3
C17ORF86	SNHG20
C17ORF87	SCIMP
C17ORF88	FAM215A
C17ORF89	NDUFAF8
C17ORF90	OXLD1
C17ORF91	MIR22HG
C17ORF92	PRAC1
C17ORF93	PRAC2
C17ORF95	METTL23
C17ORF96	EPOP
C17ORF97	LIAT1
C17ORF98	SPMAP1
C17ORF99	IL40
C18ORF1	LDLRAD4
C18ORF10	TPGS2
C18ORF11	GAREM1
C18ORF12	ZBTB7C-AS2
C18ORF14	CCDC102B
C18ORF16	AQP4-AS1
C18ORF17	TTC39C
C18ORF18	LINC00526
C18ORF19	MIMS1
C18ORF2	LINC00470
C18ORF20	LINC00305
C18ORF22	RBFA
C18ORF24	SKA1
C18ORF25	ARK2N
C18ORF26	DYNAP
C18ORF3	MRO
C18ORF30	PIEZO2
C18ORF34	CCDC178
C18ORF37	INO80C
C18ORF4	DSEL
C18ORF42	AKAIN1
C18ORF43	PRELID3A
C18ORF45	SLC35D4
C18ORF49	ZCCHC2
C18ORF5	KCTD1
C18ORF51	DIPK1C
C18ORF53	HMSD
C18ORF55	TIMM21
C18ORF56	TYMSOS
C18ORF58	PIEZO2
C18ORF62	SMIM21
C18ORF64	LINC01387
C18ORF65	ZNF516-DT
C18ORF8	RMC1
C18ORF9	CEP76
C19ORF10	MYDGF
C19ORF13	LSM14A
C19ORF14	WDR62
C19ORF15	CATSPERG
C19ORF16	GARIN5B
C19ORF17	ELL
C19ORF19	CIMAP1D
C19ORF2	URI1
C19ORF20	TPGS1
C19ORF21	MISP
C19ORF22	R3HDM4
C19ORF23	CIRBP-AS1
C19ORF24	FAM174C
C19ORF26	CBARP
C19ORF27	ABHD17A
C19ORF28	MFSD12
C19ORF29	CACTIN
C19ORF29-AS1	CACTIN-AS1
C19ORF29OS	CACTIN-AS1
C19ORF3	GIPC1
C19ORF30	MIR7-3HG
C19ORF32	REEP6
C19ORF34	CSNK1G2-AS1
C19ORF35	PEAK3
C19ORF36	IZUMO4
C19ORF37	ZNF428
C19ORF39	SWSAP1
C19ORF4	TMEM59L
C19ORF40	FAAP24
C19ORF41	IZUMO2
C19ORF42	SMIM7
C19ORF43	TRIR
C19ORF45	SAXO5
C19ORF46	SYNE4
C19ORF48	C19ORF48P
C19ORF49	MEGF8
C19ORF5	MAP1S
C19ORF50	KXD1
C19ORF51	DNAAF3
C19ORF52	TIMM29
C19ORF54	ACTMAP
C19ORF55	PROSER3
C19ORF56	WDR83OS
C19ORF57	BRME1
C19ORF58	DDA1
C19ORF59	MCEMP1
C19ORF6	TMEM259
C19ORF60	REX1BD
C19ORF61	SMG9
C19ORF62	BABAM1
C19ORF63	EMC10
C19ORF64	GIPC3
C19ORF66	SHFL
C19ORF68	ZSWIM9
C19ORF69	ERICH4
C19ORF7	ZC3H4
C19ORF70	MICOS13
C19ORF71	TEKTIP1
C19ORF72	DCAF15
C19ORF75	SIGLECL1
C19ORF76	ADM5
C19ORF77	SMIM24
C19ORF79	PET100
C19ORF80	ANGPTL8
C19ORF82	ZNF561-AS1
C19ORF83	EML2-AS1
C19ORF9	ZNF99
C1NH	SERPING1
C1ORF1	ERC2-IT1
C1ORF10	CRNN
C1ORF100	SPMIP3
C1ORF100P1	SPMIP3P1
C1ORF101	CATSPERE
C1ORF102	OSCP1
C1ORF103	LRIF1
C1ORF104	RUSC1-AS1
C1ORF106	INAVA
C1ORF107	UTP25
C1ORF108	AKIRIN1
C1ORF109	AIRIM
C1ORF11	PALMD
C1ORF110	CCDC190
C1ORF111	SPATA46
C1ORF112	FIRRM
C1ORF113	MNMIP1
C1ORF114	CCDC181
C1ORF117	FAM131C
C1ORF118	NEXN-AS1
C1ORF119	TMEM167B
C1ORF12	EGLN1
C1ORF120	LINC00272
C1ORF121	DESI2
C1ORF123	CZIB
C1ORF124	SPRTN
C1ORF125	AXDND1
C1ORF126	TMEM51-AS1
C1ORF127	CIROZ
C1ORF128	PITHD1
C1ORF129	MROH9
C1ORF13	NPL
C1ORF130	NCMAP
C1ORF131	FSAF1
C1ORF132	MIR29B2CHG
C1ORF133	SERTAD4-AS1
C1ORF135	AUNIP
C1ORF137	LINC02868
C1ORF138	ADAMTSL4-AS1
C1ORF139	WLS
C1ORF14	SHCBP1L
C1ORF140	LINC02817
C1ORF142	SNAP47
C1ORF143	LINC02869
C1ORF144	SZRD1
C1ORF145	OBSCN-AS1
C1ORF147	IKBKE-AS1
C1ORF148	IBA57-DT
C1ORF149	MEAF6
C1ORF15	NMNAT2
C1ORF150	GCSAML
C1ORF151	MICOS10
C1ORF152	PFN1P2
C1ORF153	FAM89A
C1ORF154	TMEM69
C1ORF155	CENPL
C1ORF156	METTL18
C1ORF157	LINC00303
C1ORF158	CFAP107
C1ORF16	SMG7
C1ORF160	TMEM222
C1ORF161	MAB21L3
C1ORF163	COA7
C1ORF164	RNF220
C1ORF165	BEND5
C1ORF166	MUL1
C1ORF168	FYB2
C1ORF169	APOBEC4
C1ORF17	COLGALT2
C1ORF170	PERM1
C1ORF171	TYW3
C1ORF172	KDF1
C1ORF173	ERICH3
C1ORF175	MROH7
C1ORF176	EXO5
C1ORF177	CIMAP2
C1ORF178	BCL2L15
C1ORF179	FAM151A
C1ORF180	LINC01555
C1ORF181	ZNHIT6
C1ORF182	TSACC
C1ORF183	INKA2
C1ORF184	NTMT2
C1ORF186	RHEX
C1ORF187	DRAXIN
C1ORF188	RNF207
C1ORF189	CFAP141
C1ORF19	TSEN15
C1ORF190	LURAP1
C1ORF191	SSBP3-AS1
C1ORF192	CFAP126
C1ORF194	CFAP276
C1ORF195	TMEM51-AS2
C1ORF196	KAZN
C1ORF199	HNRNPU
C1ORF2	ENTREP3
C1ORF200	PIK3CD-AS1
C1ORF201	STPG1
C1ORF203	ATP1A1-AS1
C1ORF204	SNHG28
C1ORF211	ICMT-DT
C1ORF212	SMIM12
C1ORF213	ZNF436-AS1
C1ORF215	STMN1
C1ORF217	LINC00260
C1ORF218	DENND1B
C1ORF22	EDEM3
C1ORF222	CFAP74
C1ORF223	TEX38
C1ORF224	ANO7L1
C1ORF225	TRNP1
C1ORF227	SPATA45
C1ORF228	ARMH1
C1ORF229	LINC02897
C1ORF230	RIIAD1
C1ORF231	CCDC163
C1ORF233	FNDC10
C1ORF234	TEX46
C1ORF24	NIBAN1
C1ORF25	TRMT1L
C1ORF26	SWT1
C1ORF27	ODR4
C1ORF28	CDC73
C1ORF29	IFI44L
C1ORF3	SCAMP3
C1ORF30	KCNC4
C1ORF31	COA6
C1ORF32	ILDR2
C1ORF33	MRTO4
C1ORF34	TTC39A
C1ORF36	RD3
C1ORF37	TMEM183A
C1ORF38	THEMIS2
C1ORF39	FNBP1L
C1ORF4	ARID1A
C1ORF40	SHISA4
C1ORF41	IFT25
C1ORF42	CRCT1
C1ORF43	LTAP1
C1ORF44	LCE6A
C1ORF45	KPRP
C1ORF46	LINC00302
C1ORF48	NSL1
C1ORF49	TEX35
C1ORF50-AS1	TMEM269-DT
C1ORF51	CIART
C1ORF55	SDE2
C1ORF57	NTPCR
C1ORF58	BROX
C1ORF59	HENMT1
C1ORF6	UBQLN4
C1ORF60	INTS3
C1ORF61	MIR9-1HG
C1ORF62	AKNAD1
C1ORF63	RSRP1
C1ORF64	SRARP
C1ORF65	CCDC185
C1ORF66	METTL25B
C1ORF67	DNAH14
C1ORF68	KPLCE
C1ORF69	IBA57
C1ORF7	NLRP3
C1ORF70	TMEM240
C1ORF71	CNST
C1ORF72	TMEM51
C1ORF73	INTS7
C1ORF75	PACC1
C1ORF76	FAM163A
C1ORF77	CHTOP
C1ORF78	EVA1B
C1ORF79	SNHG12
C1ORF8	TMEM59
C1ORF80	AIDA
C1ORF81	MROH3P
C1ORF82	RPAP2
C1ORF83	TCEANC2
C1ORF84	SZT2
C1ORF85	GLMP
C1ORF86	FAAP20
C1ORF88	CIMAP3
C1ORF89	CPLANE2
C1ORF9	SUCO
C1ORF90	FAM167B
C1ORF91	TMEM234
C1ORF92	LRRC71
C1ORF93	PRXL2B
C1ORF95	STUM
C1ORF96	CCSAP
C1ORF97	LINC00467
C1ORF98	LINC00862
C1ORF99	ERVMER61-1
C1QBPP	C1QBPP1
C1QDC1	CAPRIN2
C1QDC2	C1QTNF12
C1QG	C1QC
C1QR1	CD93
C1QTNF9B-AS1	PCOTH
C20ORF1	TPX2
C20ORF10	TP53TG5
C20ORF100	TOX2
C20ORF101	PHACTR3
C20ORF102	VSTM2L
C20ORF103	LAMP5
C20ORF104	PHF20
C20ORF105	GCNT7
C20ORF106	FAM209A
C20ORF107	FAM209B
C20ORF108	MIMS2
C20ORF11	GID8
C20ORF110	TP53INP2
C20ORF111	OSER1
C20ORF112	NOL4L
C20ORF113	NOL4L
C20ORF114	BPIFB1
C20ORF115	BPIFB9P
C20ORF116	DDRGK1
C20ORF117	MTCL2
C20ORF118	TLDC2
C20ORF119	PABPC1L
C20ORF12	DZANK1
C20ORF120	SACK1C-AS1
C20ORF121	TTPAL
C20ORF122	WFDC12
C20ORF123	OCSTAMP
C20ORF124	FER1L4
C20ORF125	TTLL9
C20ORF126	PDRG1
C20ORF127	MT1P3
C20ORF128	SACK1C
C20ORF129	SACK1D
C20ORF13	TASP1
C20ORF130	EMILIN3
C20ORF131	MROH8
C20ORF132	MROH8
C20ORF133	MACROD2
C20ORF134	ACTL10
C20ORF135	ABHD16B
C20ORF136	SAMD10
C20ORF137	SPINT4
C20ORF138	WFDC13
C20ORF139	SRXN1
C20ORF14	PRPF6
C20ORF140	TBC1D20
C20ORF142	FITM2
C20ORF143	DPH3P1
C20ORF145	TMC2
C20ORF146	WFDC10A
C20ORF147	NANP
C20ORF148	SRMS
